model_name,model_family,split_strategy,budget_name,model_seed,target_bin_scheme,target_bin,n_samples,mae,rmse,r2,mape,predictions_path,source_result_path
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_10,low_10,195,0.16847020326153847,0.22943801274738956,-0.49998569437427287,71.06872685857086,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_10,middle_80,1491,0.14896427477531857,0.21569168468653932,0.7777345877617209,11.487950322531422,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_10,high_10,207,0.22707757053140099,0.30761183014816407,0.6119797066616735,7.584090957741717,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_5,overall,1893,0.1595153092583201,0.22893928720047182,0.9087868104810913,17.141567976124307,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_5,low_5,104,0.1767053367884615,0.23365842349353896,-1.0887829225627423,108.70475300123681,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_5,middle_90,1684,0.15297395926365795,0.2211666822584186,0.8455024425819144,12.203792801793814,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,42,target_bin_5,high_5,105,0.24739979047619046,0.3261290186379807,0.46821957431306904,7.386982461943993,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_10,overall,1893,0.16851697990861067,0.23918512990411,0.8989007732118921,17.757034840597477,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_10,low_10,210,0.18590555803333333,0.2489663425184692,-0.3620069808173094,68.70414152799668,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_10,middle_80,1495,0.15126712165886286,0.21086615470753334,0.7699819922355192,11.654503086043807,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_10,high_10,188,0.28626664308510635,0.39144075765060693,0.4512361688293778,9.376144248596969,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_5,overall,1893,0.16851697990861067,0.23918512990411,0.8989007732118921,17.757034840597477,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_5,low_5,109,0.18215968355045872,0.25059146682912087,-0.8519775430039112,101.30401486644773,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_5,middle_90,1682,0.1585470968252081,0.22146480571003327,0.8301462278853653,12.857300721294717,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,42,target_bin_5,high_5,102,0.31834333921568625,0.4310995737796775,0.02809247034618212,9.274014897946206,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_10,overall,1893,0.170159875014897,0.24208395231147678,0.8980120195846265,18.064479497978102,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_10,low_10,195,0.18474452411897438,0.25591458220005575,-0.8661495238711812,74.52586087573198,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_10,middle_80,1491,0.15714203514419853,0.2226656793665784,0.7631291358646576,12.108473579393358,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_10,high_10,207,0.2501868927536232,0.34222773330471257,0.519737392872936,8.322248670458068,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_5,overall,1893,0.170159875014897,0.24208395231147678,0.8980120195846265,18.064479497978102,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_5,low_5,104,0.19443893522307693,0.2652756111980234,-1.6923100444714465,112.77596286242604,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_5,middle_90,1684,0.16129253529691212,0.2297094593186067,0.8333367023440954,12.91428350790251,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,43,target_bin_5,high_5,105,0.2883272828571429,0.3749451534273911,0.29710743646611404,8.658372299060048,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_10,overall,1893,0.2549782919387216,0.3348156590208326,0.801897021841286,33.06608097422053,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_10,low_10,210,0.32317957842857153,0.3926858337800853,-2.3883520212245646,165.09784291183763,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_10,middle_80,1495,0.22522634446153847,0.2939805527631193,0.5529199559612634,16.954831573873044,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_10,high_10,188,0.41538728829787236,0.5189033448907578,0.03566854468439251,13.702505690283843,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_5,overall,1893,0.2549782919387216,0.3348156590208326,0.801897021841286,33.06608097422053,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_5,low_5,109,0.37275551816513763,0.4476599584638395,-4.910165736072314,273.94321471839527,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_5,middle_90,1682,0.23592231299643282,0.30689526073850615,0.6738284177493085,18.67736239399089,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,43,target_bin_5,high_5,102,0.44335514411764704,0.5596390805053596,-0.6378941378152039,12.930954247075558,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_10,overall,1893,0.18029586033914421,0.2513074937251263,0.8900923637727776,19.052331435045637,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_10,low_10,195,0.18571632365128202,0.2544664517312666,-0.8450895130059839,78.92520552350696,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_10,middle_80,1491,0.16525862770623742,0.22960920251893155,0.7481258136266552,12.630013726921826,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_10,high_10,207,0.28350128792270535,0.3698825671101157,0.43898290019458375,9.48813338547836,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_5,overall,1893,0.18029586033914421,0.2513074937251263,0.8900923637727776,19.052331435045637,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_5,low_5,104,0.20288829434615385,0.27763593103750195,-1.9490474850845567,122.39236001072595,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_5,middle_90,1684,0.17044724638361045,0.23765389544953439,0.8216093507330751,13.388273341362536,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,B8000,44,target_bin_5,high_5,105,0.3158716009523809,0.3955167235644994,0.21786240262201206,9.505578244978597,outputs/runs/predictions/random_iid_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_10,overall,1893,0.20822170308399365,0.2883031130733397,0.8531147639295642,23.395629341284955,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_10,low_10,210,0.23659186432380952,0.2993357786650524,-0.9688621704036213,103.6761500228518,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_10,middle_80,1495,0.17787857159197323,0.24122502208181482,0.6989817751047502,13.34891327611839,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_10,high_10,188,0.4178240845744681,0.5235616090719131,0.018276967396277932,13.613348353492272,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_5,overall,1893,0.20822170308399365,0.2883031130733397,0.8531147639295642,23.395629341284955,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_5,low_5,109,0.25902277080733943,0.32988079419050864,-2.209351036703966,165.15007649367405,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_5,middle_90,1682,0.18859850530321046,0.25621087067893766,0.7726678489391453,14.781898718770314,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,B8000,44,target_bin_5,high_5,102,0.47752466666666665,0.5863556405044387,-0.7980094678573972,13.955042747747878,outputs/runs/predictions/element_set_cgcnn_optimized_B8000_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_10,overall,1893,0.09952816797094559,0.13584298023094057,0.9678862226908701,9.778209556800235,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_10,low_10,195,0.09018844666153847,0.12277904782954012,0.5704587324419331,33.20469209833242,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_10,middle_80,1491,0.09723206188464117,0.13212082359727528,0.9166035383474749,7.531277861323295,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_10,high_10,207,0.12486507536231885,0.1697653331070124,0.8818193450663253,4.120547853613776,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_5,overall,1893,0.09952816797094559,0.13584298023094057,0.9678862226908701,9.778209556800235,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_5,low_5,104,0.0887773601826923,0.11915306783330502,0.4568236142273979,48.06038861208481,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_5,middle_90,1684,0.09759342364014252,0.1327186455676467,0.9443652560820356,7.808524718143217,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,42,target_bin_5,high_5,105,0.14120620095238098,0.1900679671282182,0.8193777202074868,4.1798000773658455,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_10,overall,1893,0.12475949040253566,0.1704122209889849,0.9486806726796339,13.039281879382509,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_10,low_10,210,0.1293429652,0.1793007138642077,0.2935814543683605,47.30643376153538,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_10,middle_80,1495,0.11773612925752508,0.15818043961944964,0.8705644310200529,9.137053167842542,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_10,high_10,188,0.17549031595744682,0.23985397513375295,0.7939620435684511,5.793165009702446,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_5,overall,1893,0.12475949040253566,0.1704122209889849,0.9486806726796339,13.039281879382509,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_5,low_5,109,0.13219125644036697,0.19103550388746354,-0.07629503311537178,70.58023830992823,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_5,middle_90,1682,0.12024313316290132,0.16185106661762363,0.9092812853492683,9.761400947243093,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,42,target_bin_5,high_5,102,0.19129331764705884,0.2607332517450455,0.6444811750952413,5.602335574765041,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_10,overall,1893,0.1339983383782356,0.19543242012828455,0.9335323675118109,13.348649162875233,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_10,low_10,195,0.12423537138461538,0.17551310951187554,0.12224059119077735,48.216515608554545,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_10,middle_80,1491,0.12679656742454729,0.18051996272858697,0.8443118526845402,9.784891032881978,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_10,high_10,207,0.1950689618357488,0.292466418303972,0.649247814611657,6.508384176420357,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_5,overall,1893,0.1339983383782356,0.19543242012828455,0.9335323675118109,13.348649162875233,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_5,low_5,104,0.11576387888461538,0.1653159953729403,-0.045587003834344886,69.37698683839874,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_5,middle_90,1684,0.12948593999168648,0.18713465329872503,0.8893909543178284,10.366333756295681,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,43,target_bin_5,high_5,105,0.22442941142857148,0.31601737585505585,0.5006841123460468,6.751779655985432,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_10,overall,1893,0.13060757290224512,0.1857627217125406,0.9390187092052965,14.00867779133671,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_10,low_10,210,0.13234258016166667,0.18297472328889813,0.2643347314821629,55.20559036220336,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_10,middle_80,1495,0.11796382138461538,0.164447357660335,0.8601051007016076,9.024168788927215,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_10,high_10,188,0.22921425904255321,0.3082492713292455,0.6597034783002402,7.628301827082462,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_5,overall,1893,0.13060757290224512,0.1857627217125406,0.9390187092052965,14.00867779133671,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_5,low_5,109,0.1270031874674312,0.1832172123551695,0.009998843862544904,83.77337385991164,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_5,middle_90,1682,0.12402047840071344,0.17542857926964042,0.8934222741401996,9.901567560743697,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,43,target_bin_5,high_5,102,0.24308179803921567,0.3115490862134421,0.4923987026969807,7.183261481363992,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed43.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_10,overall,1893,0.12728392762916008,0.18329250718012371,0.9415335919566706,12.696134683934634,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_10,low_10,195,0.11758898698461538,0.15871192419217214,0.2822462234483364,47.51168949081875,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_10,middle_80,1491,0.11866107883299798,0.16835428799832966,0.864589156005953,9.020983442245372,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_10,high_10,207,0.198526347826087,0.281695097778654,0.6746079403221412,6.706996633838286,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_5,overall,1893,0.12728392762916008,0.18329250718012371,0.9415335919566706,12.696134683934634,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_5,low_5,104,0.12092030396153845,0.15846095847068986,0.039328336326512225,71.40233319425468,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_5,middle_90,1684,0.12264694678741093,0.17646399961351728,0.9016454516666685,9.541723510423179,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,random_iid,Bfull,44,target_bin_5,high_5,105,0.20795528571428573,0.285308209910532,0.5930116311070539,6.258002951940771,outputs/runs/predictions/random_iid_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_10,overall,1893,0.15159689842260962,0.21491235515188128,0.9183789365853328,16.701259470498453,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_10,low_10,210,0.15870494159047618,0.21836520863580833,-0.04776755204860228,67.66678673196273,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_10,middle_80,1495,0.1396138987826087,0.19610686725256224,0.801054699456957,10.635974903913054,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_10,high_10,188,0.2389474058510639,0.3255480276439982,0.6204372978875867,8.00359831165626,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_5,overall,1893,0.15159689842260962,0.21491235515188128,0.9183789365853328,16.701259470498453,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_5,low_5,109,0.16889076159633026,0.23487688429659506,-0.626985618633122,106.24770983515128,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_5,middle_90,1682,0.14537129173602856,0.2049250516965628,0.854569377416772,11.49313677810512,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
cgcnn_optimized,cgcnn,element_set,Bfull,44,target_bin_5,high_5,102,0.23577767647058825,0.325169706483878,0.4470448366111601,6.892428871071217,outputs/runs/predictions/element_set_cgcnn_optimized_Bfull_seed44.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
descriptor_xgb_expanded,descriptor_baseline,random_iid,B500,42,target_bin_10,overall,1893,0.38776809621236136,0.5110450536165964,0.5454984507720847,46.995920387611385,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B500_seed42.csv,/home/arutamonofu/dev/study/nnchem/outputs/summary/results.csv
