epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,29,,,,0.28705644607543945,0.3617599904537201,0.13436990976333618
0,29,0.2948300540447235,0.3721828758716583,0.14166298508644104,,,
1,59,,,,0.2806012034416199,0.3527897894382477,0.12787388265132904
1,59,0.2857235372066498,0.3608741760253906,0.13275675475597382,,,
2,89,,,,0.2749185562133789,0.34440547227859497,0.12190677970647812
2,89,0.27995964884757996,0.3499630093574524,0.12650169432163239,,,
3,119,,,,0.2693546414375305,0.33651530742645264,0.11640893667936325
3,119,0.2744411528110504,0.3412623703479767,0.12103637307882309,,,
4,149,,,,0.26351743936538696,0.3291047215461731,0.11145415157079697
4,149,0.2683161199092865,0.33226102590560913,0.11547014862298965,,,
5,179,,,,0.25790634751319885,0.32263126969337463,0.10721781104803085
5,179,0.26249459385871887,0.3284909427165985,0.11082179099321365,,,
6,209,,,,0.25314196944236755,0.315792053937912,0.10276105999946594
6,209,0.25728464126586914,0.3195551633834839,0.10630698502063751,,,
7,239,,,,0.24768033623695374,0.3094414174556732,0.09875485301017761
7,239,0.2521568834781647,0.31367531418800354,0.10202068835496902,,,
8,269,,,,0.24280913174152374,0.30357640981674194,0.09514401108026505
8,269,0.24695630371570587,0.30695033073425293,0.09815125912427902,,,
9,299,,,,0.2378985434770584,0.2974489629268646,0.0914352536201477
9,299,0.24212560057640076,0.301094114780426,0.09446993470191956,,,
10,329,,,,0.23344042897224426,0.29179632663726807,0.08809484541416168
10,329,0.23749655485153198,0.295354425907135,0.09101749956607819,,,
11,359,,,,0.22879774868488312,0.2860664129257202,0.08481670171022415
11,359,0.23349924385547638,0.29006144404411316,0.08783791959285736,,,
12,389,,,,0.22432160377502441,0.2808590531349182,0.08184761554002762
12,389,0.22837483882904053,0.28400805592536926,0.0845005214214325,,,
13,419,,,,0.22008424997329712,0.27592673897743225,0.0791093036532402
13,419,0.22388215363025665,0.2808220684528351,0.08155813813209534,,,
14,449,,,,0.21604229509830475,0.2713847756385803,0.07660169154405594
14,449,0.21954938769340515,0.2740582525730133,0.07889424264431,,,
