split_strategy,metric,count,mean,std,min,max,q05,q10,q25,q50,q75,q90,q95
group_element_set,cosine,1917,0.10007079157638273,0.026256505608986885,0.07549967295795157,0.20000000000000007,0.08013378899220014,0.08013378899220025,0.08013378899220025,0.08831538832289654,0.11808289631180324,0.15484574527148354,0.15484574527148354
group_element_set,euclidean,1917,0.28284271247461895,7.353283942801652e-17,0.28284271247461895,0.2828427124746191,0.28284271247461895,0.28284271247461895,0.28284271247461895,0.28284271247461895,0.28284271247461906,0.2828427124746191,0.2828427124746191
group_reduced_formula,cosine,1892,0.09854721932975832,0.02524634849020878,0.07549967295795157,0.15484574527148365,0.08013378899220014,0.08013378899220025,0.08013378899220025,0.08831538832289643,0.11111111111111116,0.15484574527148354,0.15484574527148354
group_reduced_formula,euclidean,1892,0.28284271247461895,7.521844101955979e-17,0.28284271247461895,0.2828427124746191,0.28284271247461895,0.28284271247461895,0.28284271247461895,0.28284271247461895,0.28284271247461906,0.2828427124746191,0.2828427124746191
random_iid,cosine,1893,0.022504105131807835,0.04179739115231107,0.0,0.15484574527148354,0.0,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,3.3306690738754696e-16,0.08831538832289654,0.08831538832289654
random_iid,euclidean,1893,0.06738619502799181,0.12052579852063283,0.0,0.2828427124746191,0.0,0.0,0.0,0.0,1.4901161193847656e-08,0.28284271247461895,0.28284271247461906
