model_name,model_family,budget_name,train_budget_samples,train_fraction_actual,full_train_size,budget_strategy,split_seed,model_seed,split_id,mae,rmse,r2,n_train,n_val,n_test,target_unit,predictions_path,model_path,history_path,model_params_json,notes
descriptor_xgb_expanded,descriptor_baseline,B500,500,0.0330207370228503,15142,absolute_doubling_budgets,42,42,random_iid_seed_42_80_10_10,0.3877680956693912,0.5110450531056173,0.5454984516809701,500,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B500_seed42.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed42.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed42.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":42,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed42.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed42.csv.
descriptor_xgb_expanded,descriptor_baseline,B2000,2000,0.1320829480914014,15142,absolute_doubling_budgets,42,42,random_iid_seed_42_80_10_10,0.3345305001025658,0.4458114081316028,0.6541248622868485,2000,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B2000_seed42.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed42.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed42.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":42,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed42.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed42.csv.
descriptor_xgb_expanded,descriptor_baseline,B8000,8000,0.5283317923656056,15142,absolute_doubling_budgets,42,42,random_iid_seed_42_80_10_10,0.3029502838821682,0.4020143825978394,0.7187450521564498,8000,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B8000_seed42.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B8000_seed42.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B8000_seed42.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":42,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B8000_seed42.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B8000_seed42.csv.
descriptor_xgb_expanded,descriptor_baseline,Bfull,15142,1.0,15142,absolute_doubling_budgets,42,42,random_iid_seed_42_80_10_10,0.2950976217085888,0.3919974395369917,0.7325864248781047,15142,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_Bfull_seed42.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_Bfull_seed42.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_Bfull_seed42.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":42,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_Bfull_seed42.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_Bfull_seed42.csv.
descriptor_xgb_expanded,descriptor_baseline,B500,500,0.0330207370228503,15142,absolute_doubling_budgets,42,43,random_iid_seed_42_80_10_10,0.3879299613794069,0.5121255067121849,0.5435746019423588,500,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B500_seed43.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed43.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed43.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":43,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed43.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed43.csv.
descriptor_xgb_expanded,descriptor_baseline,B2000,2000,0.1320829480914014,15142,absolute_doubling_budgets,42,43,random_iid_seed_42_80_10_10,0.3334755700013988,0.4442560382753994,0.6565340663383326,2000,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B2000_seed43.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed43.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed43.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":43,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed43.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed43.csv.
descriptor_xgb_expanded,descriptor_baseline,B8000,8000,0.5283317923656056,15142,absolute_doubling_budgets,42,43,random_iid_seed_42_80_10_10,0.3019506206867623,0.4013485764560653,0.7196758954847795,8000,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B8000_seed43.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B8000_seed43.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B8000_seed43.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":43,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B8000_seed43.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B8000_seed43.csv.
descriptor_xgb_expanded,descriptor_baseline,Bfull,15142,1.0,15142,absolute_doubling_budgets,42,43,random_iid_seed_42_80_10_10,0.2964652451716965,0.3924676333624387,0.7319445246597489,15142,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_Bfull_seed43.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_Bfull_seed43.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_Bfull_seed43.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":43,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_Bfull_seed43.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_Bfull_seed43.csv.
descriptor_xgb_expanded,descriptor_baseline,B500,500,0.0330207370228503,15142,absolute_doubling_budgets,42,44,random_iid_seed_42_80_10_10,0.387467305343175,0.5109618132247211,0.545646499581624,500,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B500_seed44.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed44.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed44.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":44,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B500_seed44.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B500_seed44.csv.
descriptor_xgb_expanded,descriptor_baseline,B2000,2000,0.1320829480914014,15142,absolute_doubling_budgets,42,44,random_iid_seed_42_80_10_10,0.3347206157919785,0.4468690105936406,0.6524818702774162,2000,1893,1893,eV/unit cell,outputs/runs/predictions/random_iid_descriptor_xgb_expanded_B2000_seed44.csv,outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed44.pkl,outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed44.csv,"{""colsample_bytree"":0.85,""learning_rate"":0.03,""max_depth"":4,""min_child_weight"":2,""n_estimators"":800,""n_jobs"":-1,""objective"":""reg:squarederror"",""random_state"":44,""reg_alpha"":0.0,""reg_lambda"":2.0,""subsample"":0.85,""tree_method"":""hist""}",XGB descriptor baseline with feature_set=expanded; n_features=51; model_path=outputs/models/descriptor_baseline/random_iid_descriptor_xgb_expanded_B2000_seed44.pkl; history_path=outputs/runs/history/random_iid_descriptor_xgb_expanded_B2000_seed44.csv.
