epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,31,,,,0.5288384556770325,0.6509189605712891,0.2069510966539383
0,31,0.6289259195327759,0.7495858669281006,0.2785947024822235,,,
1,63,,,,0.46327877044677734,0.5829963088035583,0.16646480560302734
1,63,0.48280370235443115,0.6112462282180786,0.1818547397851944,,,
2,95,,,,0.4297662675380707,0.5432544350624084,0.14553849399089813
2,95,0.43193233013153076,0.5492047071456909,0.1510482132434845,,,
3,127,,,,0.4118252396583557,0.520087480545044,0.13415683805942535
3,127,0.39661213755607605,0.502358078956604,0.12837928533554077,,,
4,159,,,,0.38949573040008545,0.49648502469062805,0.12269897758960724
4,159,0.36934614181518555,0.46892431378364563,0.11355125159025192,,,
5,191,,,,0.38016432523727417,0.48438000679016113,0.11730138212442398
5,191,0.35016217827796936,0.44074690341949463,0.10158692300319672,,,
6,223,,,,0.3737977147102356,0.4739741384983063,0.1128176674246788
6,223,0.3294810354709625,0.4261469841003418,0.0917002484202385,,,
7,255,,,,0.3657764494419098,0.46333014965057373,0.10826879739761353
7,255,0.31385669112205505,0.4034341871738434,0.0829240158200264,,,
8,287,,,,0.3513414263725281,0.44816723465919495,0.10167919099330902
8,287,0.30237001180648804,0.3851732313632965,0.07630686461925507,,,
9,319,,,,0.34479832649230957,0.4406588673591614,0.09864205867052078
9,319,0.2877008318901062,0.37101057171821594,0.07080112397670746,,,
10,351,,,,0.35353952646255493,0.4457715153694153,0.10121645033359528
10,351,0.27174362540245056,0.346023827791214,0.06169816851615906,,,
11,383,,,,0.3370285630226135,0.42964881658554077,0.09418520331382751
11,383,0.2664646506309509,0.3411446511745453,0.059786632657051086,,,
12,415,,,,0.3314417898654938,0.4243333339691162,0.09205204248428345
12,415,0.25513774156570435,0.32244765758514404,0.05390935763716698,,,
13,447,,,,0.3276312053203583,0.4186169505119324,0.08980276435613632
13,447,0.24620755016803741,0.31072092056274414,0.04978835582733154,,,
14,479,,,,0.32718193531036377,0.4170190691947937,0.08916894346475601
14,479,0.23588570952415466,0.2953326106071472,0.046081531792879105,,,
15,511,,,,0.32553333044052124,0.41379857063293457,0.08788920193910599
15,511,0.23091596364974976,0.29184985160827637,0.04417015612125397,,,
16,543,,,,0.3207170367240906,0.4094913899898529,0.08608798682689667
16,543,0.2246934473514557,0.2826937437057495,0.04156258702278137,,,
17,575,,,,0.31654638051986694,0.40573060512542725,0.08458221703767776
17,575,0.21677568554878235,0.2756076157093048,0.039299361407756805,,,
18,607,,,,0.32017233967781067,0.40674665570259094,0.08503269404172897
18,607,0.215044304728508,0.2692362368106842,0.0381595753133297,,,
19,639,,,,0.31796663999557495,0.40417811274528503,0.0839008018374443
19,639,0.2091333121061325,0.26291558146476746,0.036084000021219254,,,
20,671,,,,0.3176436722278595,0.40307751297950745,0.0834614709019661
20,671,0.20429937541484833,0.2573062479496002,0.03471387177705765,,,
21,703,,,,0.3160569965839386,0.4016186594963074,0.08290976285934448
21,703,0.2031317800283432,0.25646206736564636,0.033842142671346664,,,
22,735,,,,0.31138908863067627,0.3983006477355957,0.08151792734861374
22,735,0.1972125917673111,0.24710574746131897,0.03189871460199356,,,
23,767,,,,0.31240150332450867,0.39760324358940125,0.08125686645507812
23,767,0.195787712931633,0.24593234062194824,0.03141878545284271,,,
24,799,,,,0.31643569469451904,0.40021848678588867,0.08231113851070404
24,799,0.19072864949703217,0.24084864556789398,0.029944170266389847,,,
25,831,,,,0.31073522567749023,0.3955352008342743,0.08039968460798264
25,831,0.18924392759799957,0.23701511323451996,0.02932579256594181,,,
26,863,,,,0.3108261227607727,0.3954908549785614,0.08035380393266678
26,863,0.18587534129619598,0.23435889184474945,0.02829153649508953,,,
27,895,,,,0.3086993098258972,0.3941074311733246,0.07982437312602997
27,895,0.18410108983516693,0.2310582995414734,0.02745821140706539,,,
28,927,,,,0.3095974028110504,0.39413779973983765,0.07980703562498093
28,927,0.18138760328292847,0.22565220296382904,0.026883158832788467,,,
29,959,,,,0.31083589792251587,0.39493662118911743,0.08007577061653137
29,959,0.18024474382400513,0.22530747950077057,0.02632644772529602,,,
