epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,29,,,,0.2862383723258972,0.3595195412635803,0.13294176757335663
0,29,0.2929837703704834,0.36192673444747925,0.13991807401180267,,,
1,59,,,,0.2792588770389557,0.3500421941280365,0.1260409653186798
1,59,0.28432953357696533,0.35561665892601013,0.13093695044517517,,,
2,89,,,,0.2734415829181671,0.34194642305374146,0.1202477440237999
2,89,0.27855178713798523,0.34813135862350464,0.12491895258426666,,,
3,119,,,,0.26763516664505005,0.3341243267059326,0.11491076648235321
3,119,0.27265438437461853,0.3401820957660675,0.1193787008523941,,,
4,149,,,,0.26243168115615845,0.32742124795913696,0.1104096919298172
4,149,0.2668802738189697,0.33260875940322876,0.11411400139331818,,,
5,179,,,,0.2568518817424774,0.3204914629459381,0.10589388012886047
5,179,0.2613324224948883,0.3242286443710327,0.10946409404277802,,,
6,209,,,,0.2516656219959259,0.313850462436676,0.10157768428325653
6,209,0.25617989897727966,0.31889021396636963,0.10505132377147675,,,
7,239,,,,0.2465297132730484,0.30751678347587585,0.09764978289604187
7,239,0.25078079104423523,0.31193068623542786,0.10074207931756973,,,
8,269,,,,0.24163737893104553,0.3014339804649353,0.09388500452041626
8,269,0.24552181363105774,0.3031502962112427,0.09695504605770111,,,
9,299,,,,0.23678894340991974,0.29558065533638,0.09041434526443481
9,299,0.2409205585718155,0.30123332142829895,0.0934833362698555,,,
10,329,,,,0.2322572022676468,0.2897830307483673,0.08701186627149582
10,329,0.23629866540431976,0.2943158447742462,0.08984324336051941,,,
11,359,,,,0.22757743299007416,0.28452068567276,0.08399277925491333
11,359,0.23173929750919342,0.2869707942008972,0.08657272160053253,,,
12,389,,,,0.22298093140125275,0.27935299277305603,0.08106346428394318
12,389,0.22694826126098633,0.2829427719116211,0.08355823159217834,,,
13,419,,,,0.21902719140052795,0.2746741771697998,0.07848728448152542
13,419,0.22243618965148926,0.2783195674419403,0.08070424944162369,,,
14,449,,,,0.2150418907403946,0.2698621153831482,0.07584477961063385
14,449,0.2189791202545166,0.2732331156730652,0.07828042656183243,,,
15,479,,,,0.21105042099952698,0.2654993236064911,0.07347676157951355
15,479,0.21465344727039337,0.26968711614608765,0.07565920799970627,,,
16,509,,,,0.20743204653263092,0.2611692547798157,0.07120378315448761
16,509,0.21087412536144257,0.2641807496547699,0.07326801121234894,,,
17,539,,,,0.20400772988796234,0.2569752037525177,0.0690135657787323
17,539,0.2071465402841568,0.2587406039237976,0.0711156502366066,,,
18,569,,,,0.20071373879909515,0.25293636322021484,0.0669424906373024
18,569,0.20439112186431885,0.2562151253223419,0.06899242103099823,,,
19,599,,,,0.19708716869354248,0.24895411729812622,0.06493671983480453
19,599,0.20035292208194733,0.2517862915992737,0.0668315589427948,,,
20,629,,,,0.19357351958751678,0.245293989777565,0.0631275624036789
20,629,0.19673840701580048,0.2496524602174759,0.06498286128044128,,,
21,659,,,,0.19082564115524292,0.2415546178817749,0.06123955547809601
21,659,0.1936170905828476,0.24393154680728912,0.06297481060028076,,,
22,689,,,,0.18707233667373657,0.23780229687690735,0.059471309185028076
22,689,0.19043941795825958,0.24044539034366608,0.0612780898809433,,,
23,719,,,,0.1841978132724762,0.23439866304397583,0.05785379558801651
23,719,0.18711219727993011,0.23715022206306458,0.059411678463220596,,,
24,749,,,,0.1812858283519745,0.23094357550144196,0.05622343346476555
24,749,0.18465743958950043,0.23519079387187958,0.0579289086163044,,,
25,779,,,,0.1782331019639969,0.2275717407464981,0.05466485396027565
