epoch,train_loss,val_mae,val_rmse,val_r2,best_val_mae,lr,improved,bad_epochs
1,1.1701468005776405,0.6228623444002517,0.8154299398231826,-0.1437613401861091,0.6228623444002517,0.0003,True,0
2,0.9135396517813206,0.6019700731503164,0.812753749226465,-0.1362661519086974,0.6019700731503164,0.0003,True,0
3,0.8492970280349255,0.6040657960367278,0.8064677915867895,-0.1187580192206823,0.6019700731503164,0.0003,False,1
4,0.7949834913015366,0.5371720678278584,0.7250286535292515,0.09578345875368499,0.5371720678278584,0.0003,True,0
5,0.7344492301344872,0.5808044286890125,0.7290238930549121,0.08579070858765447,0.5371720678278584,0.0003,False,1
6,0.7230768855661154,0.5804861044115448,0.7341067839876378,0.07299819127030915,0.5371720678278584,0.0003,False,2
7,0.6760718505829573,0.4923909020461673,0.650524053307828,0.2720713290388844,0.4923909020461673,0.0003,True,0
8,0.6200174614787102,0.7747570916879637,0.9036783000864512,-0.4047201560801166,0.4923909020461673,0.0003,False,1
9,0.5747197847813368,0.7731692421228497,0.9104484403801999,-0.4258466485851531,0.4923909020461673,0.0003,False,2
10,0.5286554098129272,1.0676058987140404,1.258449759494921,-1.724167897614734,0.4923909020461673,0.0003,False,3
11,0.4940786752849817,0.603446307861169,0.735213727490317,0.07020047219864411,0.4923909020461673,0.0003,False,4
12,0.4601294081658125,1.3937093429117056,1.7340946667764727,-4.172585900936644,0.4923909020461673,0.0003,False,5
13,0.41569071263074875,0.9737665257476589,1.2300151233240484,-1.6024536836731658,0.4923909020461673,0.0003,False,6
14,0.3913082033395767,0.520100795761719,0.6520570549682088,0.26863646534953867,0.4923909020461673,0.0003,False,7
15,0.37677549570798874,0.7818304537479928,0.9604874124491621,-0.5868850251021729,0.4923909020461673,0.0003,False,8
16,0.3728241678327322,0.7713762047853787,0.9126457926144943,-0.4327374685527303,0.4923909020461673,0.00015,False,9
17,0.3495299555361271,1.2053818104724312,1.5314555969836694,-3.0343254076672386,0.4923909020461673,0.00015,False,10
18,0.33254582714289427,0.5318528931454508,0.6708293442888635,0.2259193520115481,0.4923909020461673,0.00015,False,11
19,0.3198625762015581,0.849691505024059,1.0955878442365132,-1.064697902748716,0.4923909020461673,0.00015,False,12
20,0.31297722086310387,0.7574957485634752,0.9403093073999413,-0.520910213438976,0.4923909020461673,0.00015,False,13
21,0.3080477621406317,0.3624799145344887,0.4860824648719843,0.5935735016610031,0.3624799145344887,0.00015,True,0
22,0.2918885527178645,0.8921302153216552,1.0457933687169165,-0.8812818862292746,0.3624799145344887,0.00015,False,1
23,0.2980627678334713,0.44024033708290267,0.5471598413828366,0.48501979410094087,0.3624799145344887,0.00015,False,2
24,0.2868765974417329,1.6231729242150519,2.010353423598556,-5.951954712305803,0.3624799145344887,0.00015,False,3
25,0.28028632141649723,1.1157237101155366,1.4170088706781196,-2.453880000172115,0.3624799145344887,0.00015,False,4
26,0.251279566437006,0.447672162068564,0.5503194480437363,0.4790550548843805,0.3624799145344887,0.00015,False,5
27,0.27428838331252337,0.8719772345454241,1.0565059071099578,-0.9200209426896779,0.3624799145344887,0.00015,False,6
28,0.2594802426174283,0.46080971395282977,0.5663898311568143,0.44818563544369194,0.3624799145344887,0.00015,False,7
29,0.27713167667388916,0.9240877215382415,1.1196865342827629,-1.1565275819240437,0.3624799145344887,0.00015,False,8
30,0.2530228402465582,0.705541249252285,0.8838976197529792,-0.3438971575318479,0.3624799145344887,7.5e-05,False,9
31,0.23373706173151731,0.34437177570547556,0.44431555727114475,0.6604176211086048,0.34437177570547556,7.5e-05,True,0
32,0.24201011192053556,0.556841965330006,0.6777739567267526,0.20980939658572983,0.34437177570547556,7.5e-05,False,1
33,0.2409995747730136,0.3187526964675291,0.42017798924873334,0.6963112503791153,0.3187526964675291,7.5e-05,True,0
34,0.23854050505906343,0.2882990619812576,0.38685446365130227,0.742571082130659,0.2882990619812576,7.5e-05,True,0
35,0.23443448636680841,0.4706418591696814,0.5672649540736778,0.4464791130603647,0.2882990619812576,7.5e-05,False,1
36,0.2286670906469226,0.3327786771330453,0.4264854815110035,0.6871251823873907,0.2882990619812576,7.5e-05,False,2
37,0.22398727666586637,0.33101990420794397,0.4195857107724907,0.6971667999044943,0.2882990619812576,7.5e-05,False,3
38,0.2168016592040658,0.308450116089772,0.4049674088121912,0.7179005411489768,0.2882990619812576,7.5e-05,False,4
39,0.22253807447850704,0.27818625308191464,0.3770118738396664,0.7555037720436241,0.27818625308191464,7.5e-05,True,0
40,0.2227960331365466,0.43628385353768495,0.5289479992031875,0.5187308053441774,0.27818625308191464,7.5e-05,False,1
41,0.23160475865006447,0.7409422140378393,0.9045435634397888,-0.4074114562140272,0.27818625308191464,7.5e-05,False,2
42,0.2115603620186448,0.34199013848438253,0.43182235856309903,0.6792457962505825,0.27818625308191464,7.5e-05,False,3
43,0.22504472639411688,0.2799198874656448,0.37496861722713887,0.7581467381475452,0.27818625308191464,7.5e-05,False,4
44,0.22121302597224712,0.2839912599315734,0.37836617995148863,0.7537440531053923,0.27818625308191464,7.5e-05,False,5
45,0.21035646088421345,0.31512173482241984,0.4031954109107606,0.7203638801122489,0.27818625308191464,7.5e-05,False,6
46,0.2150799985975027,0.8424690344795875,1.0346826085125846,-0.8415198527476417,0.27818625308191464,7.5e-05,False,7
47,0.20217931643128395,0.43858461645880015,0.5327681118737065,0.5117541593555575,0.27818625308191464,7.5e-05,False,8
48,0.2093085441738367,0.3181579059655239,0.40674640538042645,0.7154166065663659,0.27818625308191464,3.75e-05,False,9
49,0.21021302416920662,0.2777103393693734,0.37093646988212625,0.7633202097507603,0.2777103393693734,3.75e-05,True,0
50,0.20225846767425537,0.2885265330794748,0.3778941952549788,0.754358043207126,0.2777103393693734,3.75e-05,False,1
51,0.20041724666953087,0.2882078508529723,0.3768253403185809,0.7557456501544828,0.2777103393693734,3.75e-05,False,2
52,0.21265401504933834,0.34877546887138317,0.4302190779862211,0.6816231826827508,0.2777103393693734,3.75e-05,False,3
53,0.20892341248691082,0.36778628736088914,0.454037905995939,0.6453937950283959,0.2777103393693734,3.75e-05,False,4
54,0.2045084172859788,0.43301589108243926,0.5218546228398679,0.5315522292093857,0.2777103393693734,3.75e-05,False,5
55,0.20612346846610308,0.2748529876544245,0.365725377540862,0.7699234797198599,0.2748529876544245,3.75e-05,True,0
56,0.19503751397132874,0.26608425118465995,0.3602313174896072,0.7767841448747623,0.26608425118465995,3.75e-05,True,0
57,0.19707942847162485,0.36187986797462746,0.4454281739264148,0.6587147859826021,0.26608425118465995,3.75e-05,False,1
58,0.1953291017562151,0.28718912611042957,0.375233782993219,0.7578045554779813,0.26608425118465995,3.75e-05,False,2
59,0.1991710988804698,0.2643760090962454,0.35786337260050655,0.7797090744407419,0.2643760090962454,3.75e-05,True,0
60,0.2022141870111227,0.2635122126734452,0.35651835697446854,0.7813618724281717,0.2635122126734452,3.75e-05,True,0
61,0.19460902269929647,0.26681837553204646,0.3603742217145891,0.7766070097156743,0.2635122126734452,3.75e-05,False,1
62,0.19880423042923212,0.2627512147813264,0.35533405695469067,0.7828120253608485,0.2627512147813264,3.75e-05,True,0
63,0.20193990087136626,0.2963765099939063,0.38440189174013917,0.7458248203779994,0.2627512147813264,3.75e-05,False,1
64,0.20530164148658514,0.26352014048037803,0.35471539980670214,0.7835676406575786,0.2627512147813264,3.75e-05,False,2
65,0.19251590967178345,0.39531856719111236,0.4804824970139777,0.6028841235231286,0.2627512147813264,3.75e-05,False,3
66,0.1917075365781784,0.2576349089162034,0.35005895053086744,0.78921268129821,0.2576349089162034,3.75e-05,True,0
67,0.1987583739683032,0.2773867214412457,0.3659625064972459,0.7696250290484872,0.2576349089162034,3.75e-05,False,1
68,0.19566169660538435,0.2809014957856703,0.3701331332905203,0.7643442538416275,0.2576349089162034,3.75e-05,False,2
69,0.20782036148011684,0.26387935530112905,0.35485276420688755,0.7833999802866731,0.2576349089162034,3.75e-05,False,3
70,0.1991599490866065,0.34519121202286496,0.42430059376015905,0.6903226901663634,0.2576349089162034,3.75e-05,False,4
71,0.19566136598587036,0.2586457456323248,0.3510365311108032,0.7880337409254736,0.2576349089162034,3.75e-05,False,5
72,0.19334943871945143,0.3074549918230161,0.39330312955672597,0.7339171332824683,0.2576349089162034,3.75e-05,False,6
73,0.18851575907319784,0.2881598846105061,0.3768959180884176,0.75565414600214,0.2576349089162034,3.75e-05,False,7
74,0.17704319953918457,0.27320183364033884,0.36258747415662446,0.7738546300118637,0.2576349089162034,3.75e-05,False,8
75,0.1868548011407256,0.4138729621352686,0.49874781875774793,0.5721178934415819,0.2576349089162034,1.875e-05,False,9
76,0.19066190253943205,0.33900771017497766,0.4197076978028318,0.6969906876495157,0.2576349089162034,1.875e-05,False,10
77,0.19013068452477455,0.29683982977083734,0.38137842721718296,0.7498074615957624,0.2576349089162034,1.875e-05,False,11
78,0.18400856852531433,0.2553217629471974,0.34801293937581695,0.791669483846428,0.2553217629471974,1.875e-05,True,0
79,0.18057103920727968,0.2972810828931358,0.3825053938457786,0.7483266477227288,0.2553217629471974,1.875e-05,False,1
80,0.18335555167868733,0.2578070267683856,0.34901161130342545,0.7904721010229542,0.2553217629471974,1.875e-05,False,2
81,0.18709716573357582,0.26174244056350016,0.352895818748552,0.7857824085729957,0.2553217629471974,1.875e-05,False,3
82,0.1823743786662817,0.2836206031714679,0.37038463481700573,0.7640238938929259,0.2553217629471974,1.875e-05,False,4
83,0.1873422348871827,0.28797150968434754,0.3740122855299634,0.7593788252218242,0.2553217629471974,1.875e-05,False,5
84,0.1924489177763462,0.2538483238925521,0.3458690631914656,0.7942283491738389,0.2538483238925521,1.875e-05,True,0
85,0.1827433779835701,0.25847114187161,0.34947733498107403,0.7899125367697327,0.2538483238925521,1.875e-05,False,1
86,0.17817198112607002,0.2722515623354118,0.35906855421788,0.778222822186233,0.2538483238925521,1.875e-05,False,2
87,0.19034077413380146,0.3157114970690349,0.39748184291695726,0.7282330151412627,0.2538483238925521,1.875e-05,False,3
88,0.18227999284863472,0.26809900257364505,0.3570386854307293,0.7807232143923161,0.2538483238925521,1.875e-05,False,4
89,0.18479635287076235,0.28143837043864983,0.36837478006591057,0.7665779463214983,0.2538483238925521,1.875e-05,False,5
90,0.180659887380898,0.2981629723817409,0.3802640712374785,0.7512674090443329,0.2538483238925521,1.875e-05,False,6
91,0.19695134460926056,0.2646118263712146,0.35301943557720594,0.785632304571079,0.2538483238925521,1.875e-05,False,7
92,0.18019683565944433,0.2571838351777163,0.3475296410418851,0.7922477145209473,0.2538483238925521,1.875e-05,False,8
93,0.17814374389126897,0.27066622461645423,0.3585650519337862,0.7788443582309916,0.2538483238925521,9.375e-06,False,9
94,0.17469131294637918,0.2786910714753015,0.3650747259804839,0.7707413966210708,0.2538483238925521,9.375e-06,False,10
95,0.1752158678136766,0.25349389017541385,0.3453683681175551,0.7948236858972176,0.25349389017541385,9.375e-06,True,0
96,0.18162100575864315,0.2543097695067517,0.3452012984171792,0.7950221432976345,0.25349389017541385,9.375e-06,False,1
97,0.18034011777490377,0.2578490472986027,0.34890029480022366,0.7906057366541257,0.25349389017541385,9.375e-06,False,2
98,0.18311717174947262,0.2519188258387208,0.343563611063485,0.7969624219926124,0.2519188258387208,9.375e-06,True,0
99,0.18635856360197067,0.2515688372250278,0.3432267275082411,0.797360406434973,0.2515688372250278,9.375e-06,True,0
