epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,31,,,,0.504135251045227,0.6312633156776428,0.19612212479114532
0,31,0.6289656162261963,0.7559049725532532,0.2760251462459564,,,
1,63,,,,0.4323030710220337,0.5601401925086975,0.1562928408384323
1,63,0.4684706926345825,0.6018580198287964,0.17666704952716827,,,
2,95,,,,0.3871918320655823,0.4951234459877014,0.12387210875749588
2,95,0.4143393933773041,0.5352231860160828,0.14240390062332153,,,
3,127,,,,0.3530079126358032,0.45541366934776306,0.10578261315822601
3,127,0.3784906268119812,0.4847942590713501,0.1180049329996109,,,
4,159,,,,0.3349256217479706,0.42681413888931274,0.09317805618047714
4,159,0.34927889704704285,0.44873347878456116,0.10247291624546051,,,
5,191,,,,0.31324970722198486,0.40136998891830444,0.08297576010227203
5,191,0.32818564772605896,0.4174705743789673,0.09090758860111237,,,
6,223,,,,0.292829692363739,0.37652483582496643,0.07338261604309082
6,223,0.3095768988132477,0.395516037940979,0.08093073219060898,,,
7,255,,,,0.2802601754665375,0.3563179075717926,0.06567429006099701
7,255,0.29122188687324524,0.37592390179634094,0.07173707336187363,,,
8,287,,,,0.2623027265071869,0.3353566825389862,0.05813403055071831
8,287,0.2764149606227875,0.35511165857315063,0.06494959443807602,,,
9,319,,,,0.24776828289031982,0.318486750125885,0.052439142018556595
9,319,0.26269420981407166,0.3368166983127594,0.058364614844322205,,,
10,351,,,,0.23651377856731415,0.30463355779647827,0.04793008044362068
10,351,0.2466881424188614,0.31618162989616394,0.0525047704577446,,,
11,383,,,,0.22487318515777588,0.29087579250335693,0.04383517801761627
11,383,0.23838354647159576,0.3050732910633087,0.04813031852245331,,,
12,415,,,,0.21508823335170746,0.2806258797645569,0.04083213582634926
12,415,0.22654716670513153,0.29088470339775085,0.0440823920071125,,,
13,447,,,,0.20833934843540192,0.2700900733470917,0.037808965891599655
13,447,0.21764440834522247,0.278872549533844,0.04094879329204559,,,
14,479,,,,0.20839457213878632,0.26223376393318176,0.03563617914915085
14,479,0.21249344944953918,0.2696358561515808,0.038066498935222626,,,
15,511,,,,0.19981485605239868,0.2520568072795868,0.032982464879751205
15,511,0.20693516731262207,0.2634432911872864,0.03607884794473648,,,
16,543,,,,0.19616419076919556,0.24559390544891357,0.03133876249194145
16,543,0.19856199622154236,0.2547682523727417,0.033837296068668365,,,
17,575,,,,0.18531681597232819,0.2367374151945114,0.02920672297477722
17,575,0.19384852051734924,0.24489112198352814,0.03131331875920296,,,
18,607,,,,0.18229666352272034,0.23017090559005737,0.027636533603072166
18,607,0.18697676062583923,0.2393016219139099,0.02952374890446663,,,
19,639,,,,0.1772960126399994,0.2267855703830719,0.026842383667826653
19,639,0.1839524209499359,0.23281365633010864,0.028305232524871826,,,
20,671,,,,0.17359231412410736,0.22132855653762817,0.025608137249946594
