epoch,step,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
0,499,,,,0.2860857844352722,0.3631221055984497,0.06813689321279526
0,499,0.36492109298706055,0.4647831618785858,0.11307746171951294,,,
1,999,,,,0.25202199816703796,0.3169301450252533,0.05183056741952896
1,999,0.2641502022743225,0.33463555574417114,0.0585005022585392,,,
2,1499,,,,0.23333534598350525,0.29604288935661316,0.04518274590373039
2,1499,0.23726418614387512,0.3004259765148163,0.04709216579794884,,,
3,1999,,,,0.2292020320892334,0.2906592786312103,0.04370369017124176
3,1999,0.22412894666194916,0.2823033928871155,0.04153817147016525,,,
4,2499,,,,0.21906504034996033,0.2766568660736084,0.03959997370839119
4,2499,0.21163983643054962,0.267058789730072,0.037124671041965485,,,
5,2999,,,,0.2119324952363968,0.2714120149612427,0.038261573761701584
5,2999,0.20275364816188812,0.25562015175819397,0.03400309383869171,,,
6,3499,,,,0.2092246413230896,0.2677818536758423,0.037217579782009125
6,3499,0.19535616040229797,0.245655819773674,0.03143947944045067,,,
7,3999,,,,0.20921553671360016,0.2682643532752991,0.03736450523138046
7,3999,0.19080445170402527,0.23911693692207336,0.029797203838825226,,,
8,4499,,,,0.2007991075515747,0.25690802931785583,0.03437649458646774
8,4499,0.18558679521083832,0.23194760084152222,0.02809126302599907,,,
9,4999,,,,0.1983477771282196,0.25198569893836975,0.033044736832380295
9,4999,0.18056181073188782,0.22656549513339996,0.02675769105553627,,,
10,5499,,,,0.2003639042377472,0.257157564163208,0.0346342995762825
10,5499,0.17725135385990143,0.22219301760196686,0.02578025870025158,,,
11,5999,,,,0.1962960809469223,0.24898476898670197,0.032302405685186386
11,5999,0.17431248724460602,0.21929514408111572,0.024986032396554947,,,
12,6499,,,,0.19086799025535583,0.2440435141324997,0.031009534373879433
12,6499,0.17131057381629944,0.21397487819194794,0.023860348388552666,,,
13,6999,,,,0.19235453009605408,0.24348650872707367,0.03101140260696411
13,6999,0.16718576848506927,0.21032653748989105,0.022976668551564217,,,
14,7499,,,,0.18885266780853271,0.24006903171539307,0.03012903966009617
14,7499,0.16621913015842438,0.2084963321685791,0.022581059485673904,,,
15,7999,,,,0.18860560655593872,0.23961582779884338,0.029899418354034424
15,7999,0.16381116211414337,0.20435969531536102,0.021819498389959335,,,
16,8499,,,,0.19087576866149902,0.2423323392868042,0.030653702095150948
16,8499,0.16028061509132385,0.20107954740524292,0.021046044304966927,,,
17,8999,,,,0.19234253466129303,0.24464485049247742,0.031446438282728195
17,8999,0.15937626361846924,0.1997833400964737,0.020770002156496048,,,
18,9499,,,,0.19020341336727142,0.24164822697639465,0.030616439878940582
18,9499,0.15697428584098816,0.19574782252311707,0.019952304661273956,,,
19,9999,,,,0.1844889372587204,0.23543865978717804,0.028978930786252022
19,9999,0.15531855821609497,0.19430005550384521,0.019686147570610046,,,
20,10499,,,,0.18482822179794312,0.235306516289711,0.02904299646615982
20,10499,0.15280966460704803,0.191081240773201,0.019079752266407013,,,
21,10999,,,,0.1809512823820114,0.23123711347579956,0.028031272813677788
21,10999,0.15082982182502747,0.1891319751739502,0.018674766644835472,,,
22,11499,,,,0.17897066473960876,0.23015044629573822,0.027841733768582344
22,11499,0.14969474077224731,0.1878928542137146,0.018379170447587967,,,
23,11999,,,,0.18374508619308472,0.23445333540439606,0.028920767828822136
23,11999,0.14779946208000183,0.18532314896583557,0.017885079607367516,,,
24,12499,,,,0.1784694641828537,0.22958320379257202,0.027635758742690086
24,12499,0.14728838205337524,0.18430767953395844,0.017713652923703194,,,
25,12999,,,,0.18044540286064148,0.23009483516216278,0.027776474133133888
25,12999,0.14581020176410675,0.1825132668018341,0.017317529767751694,,,
26,13499,,,,0.17958015203475952,0.2297869622707367,0.027725202962756157
26,13499,0.1446557343006134,0.18068698048591614,0.017008651047945023,,,
27,13999,,,,0.17949935793876648,0.22934496402740479,0.027695419266819954
27,13999,0.14271056652069092,0.17887818813323975,0.01668875478208065,,,
28,14499,,,,0.18194027245044708,0.23221127688884735,0.02847030945122242
28,14499,0.14229848980903625,0.17733906209468842,0.01636669971048832,,,
29,14999,,,,0.1807636320590973,0.2314053326845169,0.028116973116993904
29,14999,0.14149953424930573,0.17683689296245575,0.016298454254865646,,,
30,15499,,,,0.17866958677768707,0.2303042709827423,0.02793695405125618
30,15499,0.14061246812343597,0.17607687413692474,0.016114745289087296,,,
31,15999,,,,0.17751838266849518,0.22801615297794342,0.02733387053012848
31,15999,0.13898207247257233,0.17372247576713562,0.01573093980550766,,,
32,16499,,,,0.17737285792827606,0.2285660058259964,0.027496162801980972
32,16499,0.13859380781650543,0.1731300801038742,0.015631062909960747,,,
33,16999,,,,0.17645613849163055,0.2266826331615448,0.02711959183216095
33,16999,0.137517049908638,0.17186012864112854,0.015363042242825031,,,
34,17499,,,,0.17990216612815857,0.23006044328212738,0.027942651882767677
34,17499,0.13717395067214966,0.1714380532503128,0.015313440933823586,,,
35,17999,,,,0.1765587329864502,0.2262818068265915,0.0270688459277153
35,17999,0.13604404032230377,0.17017590999603271,0.015109705738723278,,,
36,18499,,,,0.17591048777103424,0.22624348104000092,0.026985587552189827
36,18499,0.13549494743347168,0.16920426487922668,0.014947365038096905,,,
37,18999,,,,0.17589448392391205,0.2258215844631195,0.02691200003027916
37,18999,0.13506698608398438,0.16891254484653473,0.014840739779174328,,,
38,19499,,,,0.1767551302909851,0.22674505412578583,0.0271636750549078
38,19499,0.13423803448677063,0.16828130185604095,0.014672716148197651,,,
39,19999,,,,0.1755245327949524,0.22555209696292877,0.026874607428908348
39,19999,0.13370023667812347,0.1673639863729477,0.014580932445824146,,,
40,20499,,,,0.17555570602416992,0.22544553875923157,0.026863019913434982
40,20499,0.1331665962934494,0.16648271679878235,0.01446086261421442,,,
41,20999,,,,0.17628724873065948,0.2257348597049713,0.02690690942108631
41,20999,0.13284194469451904,0.1659540832042694,0.014366397634148598,,,
42,21499,,,,0.17562516033649445,0.22591012716293335,0.02697189338505268
42,21499,0.1325666755437851,0.16562482714653015,0.014295166358351707,,,
43,21999,,,,0.17536325752735138,0.2253558337688446,0.026834484189748764
43,21999,0.13211041688919067,0.16518999636173248,0.01422855630517006,,,
44,22499,,,,0.17582453787326813,0.22545504570007324,0.026859654113650322
44,22499,0.1318514496088028,0.16504709422588348,0.014157119207084179,,,
45,22999,,,,0.1753341406583786,0.225380539894104,0.026848727837204933
45,22999,0.13165153563022614,0.16472314298152924,0.014111819677054882,,,
46,23499,,,,0.17524899542331696,0.22514791786670685,0.02678508684039116
46,23499,0.13141083717346191,0.16418084502220154,0.01406311709433794,,,
47,23999,,,,0.1754174381494522,0.22520290315151215,0.026800453662872314
47,23999,0.13127924501895905,0.16395710408687592,0.014031415805220604,,,
48,24499,,,,0.17542114853858948,0.22524051368236542,0.026810459792613983
48,24499,0.13112741708755493,0.16422933340072632,0.0140061154961586,,,
49,24999,,,,0.17539900541305542,0.225244402885437,0.02681189402937889
49,24999,0.1311037540435791,0.1638820767402649,0.013992358930408955,,,
50,25499,,,,0.17539900541305542,0.225244402885437,0.02681189402937889
50,25499,0.13107068836688995,0.16392949223518372,0.013986969366669655,,,
51,25999,,,,0.1753796637058258,0.2252444624900818,0.02681233361363411
51,25999,0.13109245896339417,0.16415011882781982,0.013991537503898144,,,
52,26499,,,,0.17528600990772247,0.22525008022785187,0.02681444026529789
52,26499,0.13116876780986786,0.1640978753566742,0.0140032097697258,,,
53,26999,,,,0.17532609403133392,0.22530525922775269,0.026828955858945847
53,26999,0.13121041655540466,0.16427086293697357,0.014024024829268456,,,
54,27499,,,,0.17529061436653137,0.22523008286952972,0.026807241141796112
54,27499,0.13129529356956482,0.16385938227176666,0.014043357223272324,,,
55,27999,,,,0.17545440793037415,0.22522477805614471,0.026805680245161057
55,27999,0.13139352202415466,0.16402077674865723,0.014078493230044842,,,
56,28499,,,,0.1751929670572281,0.22524219751358032,0.026820514351129532
56,28499,0.13158650696277618,0.16451694071292877,0.01409834809601307,,,
57,28999,,,,0.1751948893070221,0.22519443929195404,0.02680347114801407
57,28999,0.1318603903055191,0.16468675434589386,0.014151746407151222,,,
58,29499,,,,0.17545446753501892,0.2255128026008606,0.02687511220574379
58,29499,0.13168740272521973,0.1648830771446228,0.0141661511734128,,,
59,29999,,,,0.1756443828344345,0.22499127686023712,0.026735948398709297
59,29999,0.13224437832832336,0.16491694748401642,0.014204131439328194,,,
60,30499,,,,0.1747419536113739,0.22495433688163757,0.026725294068455696
60,30499,0.13232256472110748,0.16561703383922577,0.014232316054403782,,,
61,30999,,,,0.17551550269126892,0.22568629682064056,0.026938457041978836
61,30999,0.13251622021198273,0.1655968576669693,0.014254195615649223,,,
62,31499,,,,0.17633388936519623,0.22591747343540192,0.02692997269332409
62,31499,0.1327548623085022,0.16587398946285248,0.014330986887216568,,,
63,31999,,,,0.17663276195526123,0.22768279910087585,0.027391282841563225
63,31999,0.13264493644237518,0.1657802313566208,0.014306732453405857,,,
64,32499,,,,0.17601488530635834,0.22565637528896332,0.026945799589157104
64,32499,0.13313274085521698,0.16611731052398682,0.014400669373571873,,,
65,32999,,,,0.17456716299057007,0.2254432737827301,0.02687015011906624
65,32999,0.13337865471839905,0.1663973033428192,0.014374179765582085,,,
66,33499,,,,0.17739959061145782,0.2267751842737198,0.027147263288497925
66,33499,0.1329963356256485,0.16678686439990997,0.014459570869803429,,,
67,33999,,,,0.17632336914539337,0.22717878222465515,0.027339793741703033
67,33999,0.13316459953784943,0.16636183857917786,0.014428574591875076,,,
68,34499,,,,0.1747307926416397,0.2244427651166916,0.026630179956555367
68,34499,0.13340283930301666,0.16628305613994598,0.014411021955311298,,,
69,34999,,,,0.1769210696220398,0.22645504772663116,0.02718997374176979
69,34999,0.133155956864357,0.16662196815013885,0.014485344290733337,,,
